claim_id,date,claim_product_line,claim_product,client_segment,client_location,client_sex,client_age,body,label
412,2016/7/1,Chocolate,milk chocolate,Golden Card Member,Brooklyn,Male,30,It looks like someone cut the wrapper with a knife.,prank
413,2016/7/3,Chocolate,bitter chocolate,Silver Card Member,Bronx,Female,30,"I bought bitter chocolate, but there was nothing inside.",amount.empty
414,2016/7/3,Chocolate,chocolate muffin,Silver Card Member,Manhattan,Male,40,"I bought muffin at my local PQRST supermarket, but the bag was already torn.",package_container.torn
415,2016/7/4,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Female,30,One cup of ice cream missing from a 6-pack.,amount.shortage
416,2016/7/6,N/A,N/A,Silver Card Member,Manhattan,Male,40,I frequently buy snacks made by ABCDE confectionery company. Do you use any genetically modified ingredients?,ingredient.gm_foods
417,2016/7/7,Juice,pine juice,Golden Card Member,Queens,Female,40,"I bought orange juice the day before yesterday and left the pack in the fridge for about two days without opening the lid, but the contents were leaking from the pack.",package_container.leak
418,2016/7/7,Tea,lemon tea,Silver Card Member,Brooklyn,Male,50,There was no straw attached!,package_container
419,2016/7/8,Jelly,mint jelly,Silver Card Member,Bronx,Female,40,There was something like a piece of thread inside the bag of mint jelly.,contamination_tampering
420,2016/7/9,Chocolate,chocolate,Silver Card Member,Manhattan,Male,50,Three pieces of chocolate missing from a 12-pack.,amount.shortage
421,2016/7/9,N/A,N/A,N/A,N/A,N/A,N/A,crank call,other
422,2016/7/9,Jelly,mint jelly,Silver Card Member,Bronx,Male,60," I bought mint jelly, but the inside of the container was dirty. Is it okay?",package_container.dirt
423,2016/7/10,Pastry,pastry,Golden Card Member,Bronx,Female,50,"After buying some bread, I found a bug inside a bag!!! Get me your president!!!",contamination_tampering
424,2016/7/10,Chocolate,chocolate muffin,Silver Card Member,Brooklyn,Male,70,I like to buy muffins made by ABCDE confectionery company. Could you please tell me what additives you are using?,ingredient.additives
425,2016/7/10,N/A,N/A,N/A,N/A,N/A,N/A,Crank call.,other
426,2016/7/11,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Female,20,"After buying some ice cream, I found a bug inside a cup!!!  Get me your president!!!",contamination_tampering
427,2016/7/11,Jelly,mint jelly,Silver Card Member,Queens,Male,50, I found a deep bruise in the inside of the container.,package_container.torn
428,2016/7/11,N/A,mini cake,Silver Card Member,Brooklyn,Female,20,Could you tell me when the new mini cake will be on sale?,production_plan.new_product
429,2016/7/11,Muffin,muffin,Not Member,Bronx,Male,30,"I bought some muffin, but there was a sour odor when I opened the bag. It usually doesn't smell.",other
430,2016/7/12,Juice,pine juice,Silver Card Member,Manhattan,Female,50, There was some juice leaking from the bottom of the juice pack.,package_container.leak
431,2016/7/13,Jelly,mint jelly,Silver Card Member,Bronx,Male,40,There was a piece of plastic inside the jelly. Isn't it a prank?,contamination_tampering
432,2016/7/13,Tea,lemon tea,Silver Card Member,Manhattan,Female,60, the straw was peeled off from the juice pack.,package_container
433,2016/7/14,Ice cream,chocolate ice cream,Silver Card Member,Queens,Male,30,"I got some ice cream, but I found some hair inside the cup.",contamination_tampering
434,2016/7/14,Ice cream,chocolate ice cream,Silver Card Member,Brooklyn,Female,20,I have a egg allergy. Is this safe to eat?,ingredient.allergy
435,2016/7/15,Jelly,mint jelly,Silver Card Member,Bronx,Male,40,I am allergic to gelatin.  Is this safe to eat?,ingredient.allergy
436,2016/7/15,Ice cream,chocolate ice cream,Golden Card Member,Manhattan,Female,40,"I bought chocolate ice cream, but there were two cups too few in the 6-pack.",amount.shortage
437,2016/7/15,Minerals,minerals,Golden Card Member,Bronx,Male,50,The cap of the bottle loosens up easily.,package_container
438,2016/7/15,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Female,50,The inside of the container was dirty.,package_container.dirt
439,2016/7/15,Juice,pine juice,Silver Card Member,Queens,Male,20, There was a stain on the package that seemed to be caused by a leak.,package_container.leak
440,2016/7/15,Pastry,pastry,Silver Card Member,Brooklyn,Female,50,"I bought pastry at a nearby PQRST supermarket, but the bag was already torn.",package_container.torn
441,2016/7/16,Jelly,mint jelly,Silver Card Member,Bronx,Male,60,There was some hair inside the bag of jelly.,contamination_tampering
442,2016/7/16,Chocolate,chocolate,Silver Card Member,Manhattan,Female,60,There was something like a piece of thread inside the bag of chocolate.,contamination_tampering
443,2016/7/16,Jelly,fruit jelly,Silver Card Member,Bronx,Male,70,The bag was torn.,package_container.torn
444,2016/7/17,Juice,orange juice,Golden Card Member,Manhattan,Female,30,I frequently buy juice made by ABCDE confectionery company. Do you use any genetically modified ingredients?,ingredient.gm_foods
445,2016/7/18,Juice,orange juice,Golden Card Member,Queens,Male,20,Some juice leaked from the top of the juice pack.,package_container.leak
446,2016/7/20,Jelly,mint jelly,Silver Card Member,Brooklyn,Female,20,"I bought jelly at my local supermarket, but it has already expired.",expiration_date
447,2016/7/21,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Male,40,I got some ice cream. Could you please tell me what additives you are using?,ingredient.additives
448,2016/7/21,Muffin,muffin,Golden Card Member,Manhattan,Female,30,My son is allergic to buckwheat. Do you use buckwheat?,ingredient.allergy
449,2016/7/21,Pastry,pastry,Silver Card Member,Bronx,Male,20,Do you use soy?,other
450,2016/7/21,Chocolate,milk chocolate,Silver Card Member,Manhattan,Female,40,"In a dozen-pack of pieces, I could only find 9 of them.",amount.shortage
451,2016/7/22,N/A,N/A,N/A,N/A,N/A,N/A,crank call,other
452,2016/7/23,Chocolate,milk chocolate,Silver Card Member,Queens,Female,50," I bought milk chocolate, but it was empty inside.",amount.empty
453,2016/7/23,Tea,lemon tea,Silver Card Member,Brooklyn,Male,40, the straw was peeled off from the juice pack.,package_container
454,2016/7/23,Juice,apple juice,Silver Card Member,Bronx,Female,40,There was a strong strange sour smell.,other
455,2016/7/24,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Male,50,I found something like hair inside the cup of ice cream.,contamination_tampering
456,2016/7/24,Juice,pine juice,Silver Card Member,Bronx,Female,50,"I bought lemon tea at my local PQRST supermarket, but the straw was detached.",package_container
457,2016/7/24,Tea,lemon tea,Golden Card Member,Bronx,Male,20,When are you going to raise the price on the tea?,price.raise_of_price
458,2016/7/25,Chocolate,chocolate,Golden Card Member,Manhattan,Female,60,"I often buy chocolate from ABCDE confectionery company, but this time there were two pieces missing from the dozen pack.",amount.shortage
459,2016/7/25,Juice,orange juice,Silver Card Member,Queens,Male,30,There was some juice leaking from the bottom of the pack.,package_container.leak
460,2016/7/25,Juice,orange juice,Silver Card Member,Brooklyn,Female,30, This is my first time calling. The contents were leaking from the top of the orange juice pack.,package_container.leak
461,2016/7/26,Muffin,muffin,Golden Card Member,Queens,Male,20,The muffin was growing mold even before the expiration date.,change_of_properties
462,2016/7/26,Coffee,black coffee,Silver Card Member,Manhattan,Female,40,LEAK (straw hole),package_container
463,2016/7/27,Jelly,fruit jelly,Silver Card Member,Bronx,Male,70,"When I checked carefully, there was a bruise in the inside of the container.",package_container.torn
464,2016/7/27,Juice,apple juice,Silver Card Member,Manhattan,Female,40,The apple juice were leaking from the straw hole.,package_container
465,2016/7/28,Juice,apple juice,Silver Card Member,Queens,Male,20, There was no straw attached.,package_container
466,2016/7/29,Ice cream,chocolate ice cream,Silver Card Member,Brooklyn,Female,30, A piece of thread inside the cup of ice cream.,contamination_tampering
467,2016/7/29,Minerals,minerals,Silver Card Member,Bronx,Male,30,I think the bottle cap is on too tight.,package_container
468,2016/7/29,Juice,pine juice,Silver Card Member,Manhattan,Female,50,The contents were leaking from a bottle of orange juice since there was a crack in it.,package_container
469,2016/7/30,Muffin,muffin,Golden Card Member,Queens,Male,40,"It is before the expiration date, but the muffin was moldy.",change_of_properties
470,2016/7/30,Jelly,mint jelly,Golden Card Member,Manhattan,Female,40,There was a bruise in the inside of the container.,package_container.torn
471,2016/7/30,Juice,orange juice,Silver Card Member,Queens,Male,60,There is a trace of a leak on the outside of the package.,package_container.leak
472,2016/7/30,Juice,orange juice,Silver Card Member,Brooklyn,Female,70,"This is my first time calling. When I was holding an unopened pack, the contents leaked from the top. Is it okay to drink?",package_container.leak
473,2016/7/30,Minerals,minerals,Golden Card Member,Bronx,Male,30, Don't you think the bottle is bigger than it needs to be?,package_container
474,2016/7/31,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Female,50,There was some hair inside the cup of ice cream.,contamination_tampering
475,2016/7/31,Jelly,fruit jelly,Silver Card Member,Bronx,Male,40,One cup of mint jelly missing from a 12-pack.,amount.shortage
476,2016/7/31,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Female,50, the spoon was detached.,package_container
477,2016/7/31,Ice cream,strawberry ice cream,Silver Card Member,Queens,Male,50,When the new strawberry ice cream will be on sale?,production_plan.new_product
478,2016/8/1,Cookie,cookie,Silver Card Member,Brooklyn,Female,30,I am allergic to eggs.  Do you use eggs?,ingredient.allergy
479,2016/8/1,Juice,pine juice,Golden Card Member,Bronx,Male,40, This is my first time calling. The contents were leaking from the bottom of the apple juice pack.,package_container.leak
480,2016/8/1,N/A,N/A,Golden Card Member,Manhattan,Female,60,"Company xyzw confectionery company has lowered its prices since August, but are you going lower prices as well?",price.lowing_price
481,2016/8/1,Muffin,muffin,Silver Card Member,Bronx,Male,50,It tasted a bit more bitter than when I had it the last time.,other
482,2016/8/2,Ice cream,vanilla ice cream,Silver Card Member,Queens,Female,70, There was a dark clump at the bottom of the ice cream cup.,change_of_properties
483,2016/8/2,Ice cream,chocolate ice cream,Silver Card Member,Queens,Male,60,I frequently buy the chocolate ice cream for my children. Please lower the price of the ice cream.,price.lowing_price
484,2016/8/3,Chocolate,chocolate,Golden Card Member,Brooklyn,Female,60,I found a bug inside a bag! Could you be a little more careful?,contamination_tampering
485,2016/8/3,Jelly,mint jelly,Silver Card Member,Bronx,Male,20,"I frequently buy jelly from ABCDE confectionery company, but this time there were one cup missing from the dozen pack.",amount.shortage
486,2016/8/3,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Female,40,"I bought ice cream today, but it had a strange odor.",other
487,2016/8/4,Jelly,fruit jelly,Silver Card Member,Bronx,Male,50,"When I checked carefully, there was a deep cut in the inside of the container.",package_container.torn
488,2016/8/4,N/A,N/A,Golden Card Member,Manhattan,Female,20,Xyzw confectionery company lowered its prices in this month.  Can't you lower your prices also?,price.lowing_price
489,2016/8/5,Ice cream,chocolate ice cream,Golden Card Member,Queens,Male,40,I found a piece of thread inside the cup of ice cream.,contamination_tampering
490,2016/8/5,N/A,N/A,Golden Card Member,Brooklyn,Female,30, Why doesn't ABCDE confectionery company lower prices when the other companies are.,price.lowing_price
491,2016/8/6,Pastry,pastry,Silver Card Member,Bronx,Male,50,Is soy an ingredient?,other
492,2016/8/6,Minerals,minerals,Golden Card Member,Manhattan,Female,40,"I frequently buy fruit mix juice, but the bottle cap loosens up even if I close it tightly.",package_container
493,2016/8/6,Tea,lemon tea,Silver Card Member,Bronx,Male,20,The straw was separated from the container.,package_container
494,2016/8/7,Jelly,mint jelly,Silver Card Member,Manhattan,Female,50, Are you not running the old ads for mint jelly anymore?,ads
495,2016/8/7,Chocolate,chocolate,Silver Card Member,Queens,Male,30,"I bought chocolate at my local PQRST supermarket, but there were two pieces too few in the 12-pack.",amount.shortage
496,2016/8/7,Juice,orange juice,Silver Card Member,Brooklyn,Female,40,"I frequently buy orange juice at a nearby supermarket, but this time the contents were leaking from the top of the juice pack.",package_container.leak
497,2016/8/7,Tea,lemon tea,Golden Card Member,Bronx,Male,60,Please lower the price of the lemon tea.,price.lowing_price
498,2016/8/9,Ice cream,vanilla ice cream,Golden Card Member,Manhattan,Female,40, Two cups of ice cream missing from a half-dozen-pack.,amount.shortage
499,2016/8/9,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Male,70, I found a deep bruise in the inside of the cup.,package_container.torn
500,2016/8/9,Juice,orange juice,Silver Card Member,Manhattan,Female,50,The contents were leaking from the top of the juice pack.,package_container.leak
501,2016/8/10,Ice cream,vanilla ice cream,Silver Card Member,Queens,Male,30,"I frequently buy vanilla ice cream from ABCDE confectionery company, but this time there were one cup missing from the half dozen pack.",amount.shortage
502,2016/8/10,Juice,apple juice (bottle),Golden Card Member,Brooklyn,Female,20, The bottle won't open up since the cap is too tight.,package_container
503,2016/8/10,N/A,N/A,Golden Card Member,Bronx,Male,40,Are you going lower prices?,price.lowing_price
504,2016/8/10,Tea,lemon tea,Silver Card Member,Manhattan,Female,40,Are you really going to raise the price on the lemon tea?,price.raise_of_price
505,2016/8/11,Jelly,fruit jelly,Silver Card Member,Bronx,Male,20,There was a cut in the inside of the container. Is it okay to eat?,package_container.torn
506,2016/8/11,Minerals,minerals,Silver Card Member,Manhattan,Female,50,It would be nice if there were a bottle so that you could see how much juice is left.,package_container
507,2016/8/12,Coffee,black coffee,Golden Card Member,Queens,Male,30,Could you make the coffee cheaper?,price.price_general
508,2016/8/13,Juice,orange juice (bottle),Golden Card Member,Brooklyn,Female,50,The cap of the bottle loosens up easily.,package_container
509,2016/8/13,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Male,40," I bought chocolate ice cream, but the inside of the container was dirty. Is it safe?",package_container.dirt
510,2016/8/13,Minerals,minerals,Silver Card Member,Manhattan,Female,60, I think that the bottle is larger than necessary. It seems like a waste.,package_container
511,2016/8/13,N/A,N/A,Golden Card Member,Bronx,Male,50,I don't understand why ABCDE confectionery company doesn't lower prices.,price.lowing_price
512,2016/8/13,N/A,N/A,Golden Card Member,Manhattan,Female,20,Xyzw confectionery company has lowered its prices since the previous month. Are you going lower prices as well?,price.lowing_price
513,2016/8/13,Cookie,cookie,Silver Card Member,Queens,Male,40,Please make the cookies cheaper.,price.price_general
514,2016/8/13,Cookie,cookie,Silver Card Member,Brooklyn,Female,60,I like to buy cookie from ABCDE confectionery company. When are you going to stop selling the cookie?,production_plan.end_of_sale
515,2016/8/14,Jelly,apple jelly,Silver Card Member,Bronx,Male,30," I bought some apple jelly, but there was nothing inside.",amount.empty
516,2016/8/14,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Female,70,There was no spoon attached.,package_container
517,2016/8/14,Muffin,muffin,Silver Card Member,Bronx,Male,30,It looks like someone cut the wrapper with a knife.,prank
518,2016/8/15,Muffin,blueberry muffin,Silver Card Member,Manhattan,Female,50,There were only 10 muffins in the dozen-pack.,amount.shortage
519,2016/8/15,N/A,N/A,Golden Card Member,Queens,Male,50,Please make the drinks cheaper.,price.price_general
520,2016/8/16,Ice cream,vanilla ice cream,Silver Card Member,Queens,Female,40,A dark clump at the bottom of the cup.,change_of_properties
521,2016/8/16,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Male,50, I found some hair inside the cup.,contamination_tampering
522,2016/8/16,N/A,N/A,Golden Card Member,Manhattan,Female,20,Please make the snacks cheaper.,price.price_general
523,2016/8/17,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Male,20,"I bought vanilla ice cream for my daughter, but the inside of the container was dirty.",package_container.dirt
524,2016/8/17,Juice,apple juice,Silver Card Member,Manhattan,Female,30,I like to buy apple juice from ABCDE confectionery company! I wish you would lower prices on the juice.,price.lowing_price
525,2016/8/18,Cookie,cookie,Golden Card Member,Queens,Male,30,Do you use buckwheat?,other
526,2016/8/18,N/A,N/A,Golden Card Member,Brooklyn,Female,40,Do you use any GM ingredients?,ingredient.gm_foods
527,2016/8/18,Pastry,pastry,Silver Card Member,Bronx,Male,40,There were two pieces of bread too few in the 10-pack.,amount.shortage
528,2016/8/18,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Female,50, The spoon was detached.,package_container
529,2016/8/19,Juice,apple juice,Silver Card Member,Queens,Male,60,There was a yellow clump in the bottle. I have saved the bottle without drinking it.,package_container
530,2016/8/19,Pastry,pastry,Silver Card Member,Manhattan,Female,40,I wish you would lower prices on the pastry.,price.lowing_price
531,2016/8/19,Jelly,mint jelly,Silver Card Member,Queens,Male,60,"This is my first time calling. I bought mint jelly today, but it had a strange odor.",other
532,2016/8/20,Ice cream,chocolate ice cream,Silver Card Member,Brooklyn,Female,20,"I bought chocolate ice cream for my son, but there was something like a piece of plastic inside.",contamination_tampering
533,2016/8/20,Pastry,pastry,Silver Card Member,Bronx,Male,70,There is very little cream in this cream bun. Sometimes there is almost no cream at all.,amount.shortage
534,2016/8/20,Juice,apple juice,Silver Card Member,Manhattan,Female,20,This is my first time calling. There was some juice leaking from the bottom of the juice pack.,package_container.leak
535,2016/8/20,Juice,pine juice,Silver Card Member,Bronx,Male,50, There was a strange sour smell.,other
536,2016/8/21,Jelly,fruit jelly,Silver Card Member,Manhattan,Female,30,"I bought fruit jelly for my son, but there was something like a piece of thread inside the bag.",contamination_tampering
537,2016/8/21,Ice cream,chocolate ice cream,Silver Card Member,Queens,Male,50,"I bought chocolate ice cream, but there were two cups too few in the 6-pack.",amount.shortage
538,2016/8/22,Jelly,mint jelly,Golden Card Member,Brooklyn,Female,60,"I bought mint jelly for my son, but there was a piece of paper inside. Could you be a little more careful?",contamination_tampering
539,2016/8/22,N/A,N/A,Golden Card Member,Bronx,Male,20,Lower the price of drinks.,price.lowing_price
540,2016/8/22,Juice,orange juice,Golden Card Member,Manhattan,Female,40,Xyzw confectionery company has lowered its prices on the snacks. I wish you would also lower prices on the orange juice!,price.lowing_price
541,2016/8/22,Pastry,pastry,Silver Card Member,Bronx,Male,30,Please lower the price of the sweet bun.,price.lowing_price
542,2016/8/22,Cookie,cookie,Silver Card Member,Manhattan,Female,50,When are you going to stop selling the cookie?,production_plan.end_of_sale
543,2016/8/23,Jelly,fruit jelly,Golden Card Member,Queens,Male,40, There was something like a piece of thread inside the bag of fruit jelly. Is it safe?,contamination_tampering
544,2016/8/23,Chocolate,chocolate,Silver Card Member,Brooklyn,Female,40, I could only find 10 chocolate pieces in the dozen pack.,amount.shortage
545,2016/8/23,Muffin,muffin,Silver Card Member,Bronx,Male,50,"When I looked closely, the bag looked like it was already opened.",prank
546,2016/8/24,Ice cream,chocolate ice cream,Golden Card Member,Manhattan,Female,40,"I like to buy ice cream from ABCDE confectionery company, but this time it was only half full.",amount.shortage
547,2016/8/24,Jelly,mint jelly,Golden Card Member,Bronx,Male,50,"I got some mint jelly, but I found some hair inside the bag.",contamination_tampering
548,2016/8/25,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Female,60,Do you use any GM foods?,ingredient.gm_foods
549,2016/8/25,Chocolate,chocolate,Silver Card Member,Queens,Male,20,It seems like the wrapper was cut by a knife or something.,prank
550,2016/8/25,Pastry,pastry,Silver Card Member,Brooklyn,Female,70,Could you make the pastry cheaper?,price.price_general
551,2016/8/26,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Male,20,"I frequently buy chocolate ice cream from ABCDE confectionery company, but this time there were one cup missing from the half dozen pack.",amount.shortage
552,2016/8/27,Jelly,fruit jelly,Silver Card Member,Manhattan,Female,20,There was a piece of plastic inside the jelly.,contamination_tampering
553,2016/8/27,Chocolate,chocolate cookie,Silver Card Member,Bronx,Male,30," I bought fruit jelly, but the inside of the container was dirty. I would like it exchanged.",package_container.dirt
554,2016/8/27,Juice,pine juice,Silver Card Member,Manhattan,Female,30,I frequently buy the pine juice for my children. Please lower the price of the juice.,price.lowing_price
555,2016/8/27,Ice cream,vanilla ice cream,Silver Card Member,Queens,Male,40,The vanilla ice cream has a rancid odor.,other
556,2016/8/28,Tea,lemon tea,Silver Card Member,Brooklyn,Female,20,"I frequently buy tea made by ABCDE confectionery company, but this time the straw was peeled off from the container.",package_container
557,2016/8/28,Muffin,muffin,Silver Card Member,Bronx,Male,40,I like to buy muffin from ABCDE confectionery company! I wish you would lower prices on the muffin.,price.lowing_price
558,2016/8/31,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Female,30,"I frequently buy chocolate ice cream from ABCDE confectionery company, but this time there were one cup missing from the half dozen pack.",amount.shortage
559,2016/8/31,Juice,orange juice,Silver Card Member,Bronx,Male,20,"I bought orange juice the day before yesterday and left the pack in the fridge for about two days without opening the lid, but the contents were leaking from the bottom of the pack.",package_container.leak
560,2016/8/31,Muffin,muffin,Golden Card Member,Manhattan,Female,40,Xyzw confectionery company has lowered its prices on the pastry and snacks. I wish you would also lower prices on the muffin.,price.lowing_price
561,2016/9/1,Juice,apple juice (bottle),Silver Card Member,Queens,Male,50,The bottle won't open up. The cap is on too tight!,package_container
562,2016/9/1,N/A,N/A,Golden Card Member,Brooklyn,Female,50,I don't understand why ABCDE confectionery company doesn't lower prices when the other companies are.,price.lowing_price
563,2016/9/2,N/A,N/A,Golden Card Member,Bronx,Male,30,Lower the price!,price.lowing_price
564,2016/9/3,Muffin,muffin,Silver Card Member,Manhattan,Female,50,I frequently buy the muffin. Please lower the price of the muffin.,price.lowing_price
565,2016/9/4,Minerals,minerals,Silver Card Member,Bronx,Male,60, The bottle won't open up since the cap is too tight.,package_container
566,2016/9/4,Juice,apple juice,Silver Card Member,Manhattan,Female,50,The apple juice had a rancid odor.,other
567,2016/9/5,Chocolate,chocolate,Golden Card Member,Queens,Male,70,"I bought chocolate at my local PQRST supermarket, but there were two pieces too few in the 12-pack.",amount.shortage
568,2016/9/5,Juice,apple juice,Silver Card Member,Brooklyn,Female,30,The juice leaked from the straw hole. Is it safe to drink?,package_container
569,2016/9/5,Juice,orange juice,Golden Card Member,Bronx,Male,30,"I am a first-time caller. I bought orange juice today, but the contents were leaking from the hole for the straw of the bottle.",package_container
570,2016/9/5,Juice,orange juice,Golden Card Member,Manhattan,Female,40,There was some juice leaking from the hole for the straw of the juice pack. Could you exchange it?,package_container
571,2016/9/6,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Male,60,There was some hair inside the cup of chocolate ice cream.,contamination_tampering
572,2016/9/6,Chocolate,chocolate,Silver Card Member,Manhattan,Female,40,There was something that looked like a nail inside the bag. Is this a joke?,contamination_tampering
573,2016/9/6,N/A,N/A,Golden Card Member,Queens,Male,20,You're the only company that hasn't lowered prices.,price.lowing_price
574,2016/9/6,Jelly,fruit jelly,Golden Card Member,Brooklyn,Female,50,I wish you would lower prices on the jelly.,price.lowing_price
575,2016/9/7,N/A,N/A,Golden Card Member,Bronx,Male,30,"I heard company Xyzw confectionery company has lowered its prices since August, but are you going lower prices as well?",price.lowing_price
576,2016/9/8,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Female,40,"I like to buy vanilla ice cream from ABCDE confectionery company, but it was only half full.",amount.shortage
577,2016/9/9,Juice,pine juice,Golden Card Member,Queens,Male,40,There was a clump at the bottom of the juice bottle. I have saved the bottle without drinking it.,package_container
578,2016/9/9,Minerals,minerals,Golden Card Member,Manhattan,Female,50,The cap loosens up.,package_container
579,2016/9/9,Jelly,fruit jelly,Silver Card Member,Queens,Male,50,Please lower the price of the fruit jelly.,price.lowing_price
580,2016/9/10,Juice,pine juice,Silver Card Member,Brooklyn,Female,60,"I bought pine juice yesterday, but it had a sour odor.",other
581,2016/9/11,Juice,apple juice,Silver Card Member,Queens,Male,20,"I bought juice for my children, but there was something like a dark clump at the bottom of the bottle.",package_container
582,2016/9/11,N/A,N/A,Silver Card Member,Manhattan,Female,60,Do you use any genetically modified ingredients?,ingredient.gm_foods
583,2016/9/11,Juice,orange juice,Silver Card Member,Bronx,Male,20, It looked like there was a leak on the outside of the pack.,package_container.leak
584,2016/9/11,N/A,N/A,Golden Card Member,Manhattan,Female,70,Other companies has lowered their prices!,price.lowing_price
585,2016/9/12,Ice cream,vanilla ice cream,Golden Card Member,Queens,Male,30,There was a dark clump at the bottom of the cup of ice cream.,change_of_properties
586,2016/9/12,Ice cream,chocolate ice cream,Silver Card Member,Brooklyn,Female,30,"In a half-dozen pack of chocolate ice cream, I could only find five of them.",amount.shortage
587,2016/9/12,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Male,40,"I bought vanilla ice cream for my son, but the inside of the container was dirty.",package_container.dirt
588,2016/9/12,Jelly,fruit jelly,Silver Card Member,Manhattan,Female,40,Could you make the fruit jelly cheaper?,price.price_general
589,2016/9/12,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Male,40,Are you really going to raise the price on the ice cream?,price.raise_of_price
590,2016/9/12,Jelly,fruit jelly,Silver Card Member,Manhattan,Female,20,"I bought some jelly today, but it had a strange odor.",other
591,2016/9/13,Juice,orange juice (bottle),Golden Card Member,Queens,Male,50, I think the bottle cap is on too tight.,package_container
592,2016/9/13,Tea,lemon tea,Silver Card Member,Brooklyn,Female,30, straw hole.,package_container
593,2016/9/14,N/A,N/A,Golden Card Member,Bronx,Male,50,Please make the snacks cheaper.,price.price_general
594,2016/9/15,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Female,40,I am allergic to eggs.  Is this safe to eat?,ingredient.allergy
595,2016/9/15,N/A,N/A,N/A,N/A,N/A,N/A,Crank call.,other
596,2016/9/15,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Female,50,I like to buy vanilla ice cream from ABCDE confectionery company! I wish you would lower prices on the ice cream.,price.lowing_price
597,2016/9/16,N/A,N/A,Golden Card Member,N/A,Male,20,Can't you lower your prices? Xyzw confectionery company lowered its prices.,price.lowing_price
598,2016/9/16,N/A,N/A,Golden Card Member,N/A,Female,60,You are the only company that hasn't lowered prices.,price.lowing_price
599,2016/9/17,Pastry,pastry,Silver Card Member,Brooklyn,Male,60,"Yesterday I bought pastry, but it was totally dry even after only one day.",change_of_properties
600,2016/9/17,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Female,20,My daughter has a milk allergy. Is this safe to eat?,ingredient.allergy
601,2016/9/18,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Male,70,I liked the old ads for ice cream better.,ads
602,2016/9/18,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Female,30,Xyzw confectionery company has lowered its prices on the snacks. I wish you would also lower prices on the ice cream!,price.lowing_price
603,2016/9/19,Ice cream,vanilla ice cream,Silver Card Member,Queens,Male,30,There was a strong strange sour order.,other
604,2016/9/21,Ice cream,vanilla ice cream,Silver Card Member,Brooklyn,Female,50,I liked the old ads for vanilla ice cream better.  Are you not running them anymore?,ads
605,2016/9/21,Chocolate,chocolate,Golden Card Member,Bronx,Male,40,There was some hair inside the bag!,contamination_tampering
606,2016/9/21,Muffin,blueberry muffin,Golden Card Member,Manhattan,Female,50,I could only find 11 muffins in the 12-pack.,amount.shortage
607,2016/9/21,N/A,N/A,Golden Card Member,Bronx,Male,20,Lower the price!,price.lowing_price
608,2016/9/21,N/A,N/A,Golden Card Member,Manhattan,Female,60,Xyzw confectionery company has lowered its prices on the snacks and the drinks. I don't understand why ABCDE confectionery company doesn't lower prices when the other companies are.,price.lowing_price
609,2016/9/22,Juice,orange juice,Silver Card Member,Queens,Male,40,Some juice leaked from the bottom of the juice pack.,package_container.leak
610,2016/9/23,Ice cream,vanilla ice cream,Golden Card Member,Brooklyn,Female,40, This is my first time calling. The inside of the container was dirty!,package_container.dirt
611,2016/9/23,Jelly,mint jelly,Golden Card Member,Bronx,Male,30,I bought jelly at my local store. It tasted a bit more sour than when I had it the last time.,other
612,2016/9/24,Chocolate,milk chocolate,Silver Card Member,Manhattan,Female,50,"I bought chocolate for my son, but I found something that looked like a nail inside the bag!",contamination_tampering
613,2016/9/26,Tea,lemon tea,Silver Card Member,Bronx,Male,40, the straw was peeled off from the juice pack.,package_container
614,2016/9/26,N/A,N/A,Golden Card Member,Manhattan,Female,20,Why doesn't ABCDE confectionery company lower prices when the other companies are.,price.lowing_price
615,2016/9/27,Chocolate,chocolate,Silver Card Member,Queens,Male,30,There was something like a piece of thread inside the bag.,contamination_tampering
616,2016/9/27,Muffin,blueberry muffin,Silver Card Member,Brooklyn,Female,50,"In a dozen-pack of muffin, I could only find 10 of them.",amount.shortage
