"ID","Gender","Status","Children","Est.Income","Car.Owner","Age","International","Local","Paymethod","LocalBilltype","LongDistanceBilltype","Usage","RatePlan","ValidLongDistance","Dropped","IncomeGroup","CallerType"
1999,"M","M",0,69168.4,"Y",62.426667,6.01,214.73,"CC","Budget","Standard",234.91,3,56,1,"Income_Group_4","Both"
2000,"M","M",1,92148.5,"Y",30,0,100.9,"CC","Budget","Intnl_discount",113.68,2,285,2,"","Domestic"
2001,"M","M",0,96681,"Y",19.76,7.66,40.92,"CC","Budget","Standard",73.76,2,297,1,"Income_Group_5","Both"
2002,"M","S",0,62705.9,"Y",38,0,6.81,"CC","FreeLocal","Intnl_discount",33.44,2,306,1,"Income_Group_4","Domestic"
2003,"M","S",0,80221.2,"N",29.026667,0,49.56,"Auto","FreeLocal","Standard",50.48,2,285,8,"","Domestic"
2004,"M","S",0,84479.2,"N",39,0,43.01,"CC","FreeLocal","Standard",56.23,2,104,1,"","Domestic"
2005,"F","M",2,64977.4,"N",38.193333,0,17.66,"CC","FreeLocal","Standard",45.77,3,210,2,"Income_Group_4","Domestic"
2006,"F","M",0,77994,"N",50.553333,0,89.62,"CH","FreeLocal","Standard",102.02,1,40,1,"","Domestic"
2007,"M","M",2,90103.7,"N",34.946667,8.87,45.34,"CC","Budget","Intnl_discount",66.45,2,37,3,"","Both"
2008,"F","M",0,59008.4,"Y",30.18,0,18.73,"CC","Budget","Standard",31.59,1,44,2,"Income_Group_4","Domestic"
2009,"M","S",1,5265.35,"N",52.873333,5.3,23.46,"Auto","Budget","Intnl_discount",31.1,2,109,5,"Income_Group_1","Both"
2010,"M","S",1,84978.1,"N",21.64,7.68,76.07,"CH","FreeLocal","Intnl_discount",88.79,1,267,0,"","Both"
2011,"F","M",2,36647.9,"N",49.986667,0,85.96,"CC","Budget","Intnl_discount",107.38,4,137,0,"Income_Group_2","Domestic"
2012,"F","S",0,64319.2,"N",41.226667,0,37.15,"CH","Budget","Intnl_discount",40.16,1,240,0,"Income_Group_4","Domestic"
2013,"F","S",1,73338,"N",48.246667,0,9.01,"Auto","Budget","Intnl_discount",29.93,2,129,2,"","Domestic"
2014,"F","S",0,433.74,"N",60.746667,0,40.91,"CC","FreeLocal","Standard",44.22,4,243,6,"Income_Group_1","Domestic"
2015,"F","M",2,16962.2,"N",45.36,0,8.96,"CC","Budget","Standard",27.57,2,92,1,"Income_Group_1","Domestic"
2017,"M","M",2,10708.3,"N",26.026667,4.85,117.26,"CH","Budget","Intnl_discount",142.95,4,126,1,"Income_Group_1","Both"
2020,"F","M",0,2031.61,"N",20.3,0,87.4,"CC","Budget","Standard",109.04,4,140,1,"Income_Group_1","Domestic"
2024,"F","S",2,16938.5,"N",46,0,8.76,"CH","FreeLocal","Standard",22.11,4,49,2,"Income_Group_1","Domestic"
2027,"F","M",0,55221,"N",61,0,15.2,"CC","FreeLocal","Standard",15.69,1,7,1,"Income_Group_4","Domestic"
2028,"F","M",1,8073.11,"N",55,0,60.35,"Auto","FreeLocal","Standard",89.05,4,216,1,"Income_Group_1","Domestic"
2029,"M","M",0,95448.6,"Y",53.68,0,5.21,"CH","Budget","Standard",29.46,4,172,8,"","Domestic"
2030,"M","S",1,24141.5,"Y",17.006667,0,97.05,"CC","FreeLocal","Standard",125.87,2,217,1,"Income_Group_2","Domestic"
2031,"M","S",2,63152.6,"Y",63.173333,0,40.07,"CC","Budget","Intnl_discount",70.01,2,236,2,"Income_Group_4","Domestic"
2032,"M","S",1,31952,"N",34.266667,0,4.87,"CC","Budget","Standard",4.87,2,1,3,"Income_Group_2","Domestic"
2033,"M","S",2,72084.7,"N",55.64,0,9.02,"CC","Budget","Intnl_discount",38.13,2,220,0,"","Domestic"
2034,"F","S",0,42760.5,"N",52,0,40.23,"CC","Budget","Standard",53.7,1,50,0,"Income_Group_2","Domestic"
2035,"F","S",1,49072,"N",42,0,10.74,"Auto","Budget","Intnl_discount",34.25,2,167,0,"Income_Group_4","Domestic"
2036,"F","M",0,27371.8,"Y",43,0,126.55,"CC","FreeLocal","Standard",142.7,2,72,0,"Income_Group_2","Domestic"
2040,"M","M",1,71472.9,"N",41.913333,0,114.2,"CH","Budget","Standard",130.22,2,70,0,"Income_Group_4","Domestic"
2041,"F","M",0,95405.7,"N",55,0,6.21,"CC","Budget","Standard",13.96,1,294,0,"","Domestic"
2042,"F","S",0,95786.8,"Y",52,0,87.46,"CC","Budget","Standard",108.79,4,135,0,"","Domestic"
2044,"M","S",0,90321.6,"N",55.113333,0,11.52,"CH","FreeLocal","Intnl_discount",12.39,1,11,0,"","Domestic"
2045,"M","D",1,90478.6,"N",54.553333,0,136.47,"CC","FreeLocal","Standard",154.49,1,89,0,"","Domestic"
2046,"F","M",2,56187,"N",46,0,13.74,"CH","Budget","Standard",21.83,2,298,0,"Income_Group_4","Domestic"
2050,"F","S",1,35089,"N",24.393333,0,206.08,"CC","Budget","Intnl_discount",229.64,4,168,0,"Income_Group_2","Domestic"
2052,"M","M",0,9780.66,"N",24.546667,7.27,11.32,"CC","FreeLocal","Standard",21.39,2,114,1,"Income_Group_1","Both"
2056,"M","M",2,53010.8,"N",18.84,0,46.42,"CC","FreeLocal","Standard",58.87,2,41,5,"Income_Group_4","Domestic"
2057,"M","M",1,75004.5,"N",64.8,0,32.19,"CC","Budget","Intnl_discount",58.72,2,192,0,"","Domestic"
2060,"M","M",0,19749.3,"N",60.366667,0,13.94,"CC","Budget","Standard",34.17,1,119,0,"Income_Group_1","Domestic"
2061,"M","S",1,57626.9,"Y",43.906667,0,38.96,"CC","Budget","Standard",48.35,3,309,0,"Income_Group_4","Domestic"
2062,"M","M",2,20078,"N",32.846667,0,6.33,"CC","Budget","Intnl_discount",15.98,4,311,0,"Income_Group_1","Domestic"
2063,"F","M",2,47902,"N",26.033333,4.94,49.92,"Auto","FreeLocal","Standard",72.31,3,319,1,"Income_Group_2","Both"
2064,"M","M",1,7545.96,"Y",16.753333,0,178.36,"CC","Budget","Standard",200.75,4,152,0,"Income_Group_1","Domestic"
2068,"M","S",2,89459.9,"N",53.28,1.61,22.9,"CC","FreeLocal","Standard",36.05,2,27,0,"","Both"
2071,"F","S",1,13576.5,"N",39.426667,0,25.66,"CC","Budget","Standard",40.49,3,61,0,"Income_Group_1","Domestic"
2073,"F","M",2,42031.8,"N",50.753333,0,39.33,"CH","Budget","Intnl_discount",59.78,2,122,0,"Income_Group_2","Domestic"
2078,"M","S",2,43634.5,"N",21.78,9.42,104.64,"CC","Budget","Standard",143.5,4,226,0,"Income_Group_2","Both"
2082,"F","S",1,13109.1,"N",62.606667,0,40.48,"Auto","Budget","Standard",62.87,3,151,0,"Income_Group_1","Domestic"
2083,"M","S",1,92647.5,"N",56.046667,5.74,10.34,"CC","Budget","Standard",32.13,1,71,1,"","Both"
2084,"M","S",2,21021.6,"Y",62.753333,0,11.19,"CC","Budget","Standard",14.95,2,315,1,"Income_Group_1","Domestic"
2085,"M","S",0,74460.7,"Y",55.34,0.99,179.93,"CC","FreeLocal","Standard",206.46,3,181,8,"","Both"
2087,"F","S",2,28787.4,"N",41.666667,0,58.09,"Auto","Budget","Standard",86.06,3,207,1,"Income_Group_2","Domestic"
2090,"M","M",1,13091.6,"N",59.126667,0,20.26,"CC","Budget","Intnl_discount",43.06,1,158,2,"Income_Group_1","Domestic"
2093,"F","M",2,62061.8,"Y",45.92,0,52.22,"Auto","FreeLocal","Standard",82.08,1,234,1,"Income_Group_4","Domestic"
2094,"F","M",1,20550.9,"Y",22.12,0.86,57.06,"CC","Budget","Standard",85.64,3,205,0,"Income_Group_1","Both"
2097,"M","M",2,1765.41,"N",18.766667,0,44.95,"CC","FreeLocal","Standard",47.99,1,241,0,"Income_Group_1","Domestic"
2098,"F","S",2,19131.1,"N",56.186667,0,34.91,"Auto","Budget","Standard",57.07,4,147,0,"Income_Group_1","Domestic"
2101,"M","M",0,47870.8,"Y",27.26,1.17,12.48,"CC","FreeLocal","Standard",13.82,2,1,0,"Income_Group_2","Both"
2102,"F","S",2,6440.46,"Y",48,0,27.2,"CH","Budget","Standard",49.86,2,157,0,"Income_Group_1","Domestic"
2104,"M","M",2,28766.9,"N",46.84,0,58.08,"CC","Budget","Standard",64.2,3,276,0,"Income_Group_2","Domestic"
2106,"M","M",1,5252.29,"N",16.333333,0,17.08,"Auto","Budget","Standard",19.73,2,113,1,"Income_Group_1","Domestic"
2109,"M","M",2,91272.2,"Y",25.033333,0,13.01,"CC","FreeLocal","Standard",40,3,197,0,"","Domestic"
2114,"F","S",0,73228.3,"N",52.646667,0,28.11,"Auto","Budget","Standard",50.58,2,155,0,"","Domestic"
2117,"M","M",1,64792.3,"N",52.146667,1.51,36.84,"CH","FreeLocal","Standard",51.41,2,46,0,"Income_Group_4","Both"
2119,"F","S",0,93322.1,"Y",40.313333,0,8.79,"CH","Budget","Intnl_discount",38.72,1,235,0,"","Domestic"
2122,"M","M",2,49910.7,"Y",51.52,0,23.72,"CC","Budget","Standard",51.14,1,202,0,"Income_Group_4","Domestic"
2123,"M","M",1,76161.4,"Y",44.573333,0,25.58,"CC","FreeLocal","Standard",37.55,3,36,0,"","Domestic"
2124,"F","M",2,55860,"Y",14.573333,0,10.35,"CC","FreeLocal","Intnl_discount",26.37,4,69,2,"Income_Group_4","Domestic"
2131,"M","M",2,57360.8,"Y",53.253333,0,57.25,"CC","FreeLocal","Standard",67.61,4,20,6,"Income_Group_4","Domestic"
2132,"M","M",0,92414.7,"Y",45.513333,0,10.62,"CC","FreeLocal","Standard",40.06,3,225,1,"","Domestic"
2134,"F","S",2,14578.8,"Y",60.933333,0,95.1,"Auto","Budget","Standard",107.02,1,35,1,"Income_Group_1","Domestic"
2135,"F","M",2,87578.2,"Y",53.366667,0,22.15,"CC","Budget","Standard",22.44,2,4,1,"","Domestic"
2136,"F","M",2,86695.4,"N",13.906667,0,32.09,"CC","FreeLocal","Standard",58.03,1,185,2,"","Domestic"
2140,"F","M",0,83287,"N",41,0,90.18,"Auto","FreeLocal","Intnl_discount",119.82,1,229,5,"","Domestic"
2141,"M","M",1,2067.82,"N",47.853333,0,70.65,"CC","Budget","Intnl_discount",85.9,1,63,1,"Income_Group_1","Domestic"
2144,"M","M",2,30665.2,"Y",22.88,8.32,63.28,"Auto","FreeLocal","Standard",77.44,1,272,8,"Income_Group_2","Both"
2145,"F","M",1,83287,"Y",47,0,30.95,"Auto","FreeLocal","Intnl_discount",37.04,1,275,1,"","Domestic"
2146,"F","M",1,98680.4,"Y",42,0,8.85,"CH","FreeLocal","Intnl_discount",26.44,4,88,2,"Income_Group_5","Domestic"
2147,"M","M",0,65619.7,"Y",46,0,144.66,"CC","Budget","Standard",158.22,2,51,1,"Income_Group_4","Domestic"
2148,"F","M",1,95620.3,"Y",43,0,93.61,"CC","Budget","Standard",104.53,1,24,0,"","Domestic"
2149,"F","S",0,85275,"N",47,0,151.61,"Auto","FreeLocal","Intnl_discount",174.09,1,156,0,"","Domestic"
2150,"F","M",1,66921.4,"Y",62,0,8.97,"CC","FreeLocal","Intnl_discount",24.67,1,68,0,"Income_Group_4","Domestic"
2151,"F","M",1,98453.6,"Y",41,0,11.65,"Auto","FreeLocal","Standard",25.38,3,52,0,"Income_Group_5","Domestic"
2153,"F","S",2,57420,"Y",46,0,252.53,"Auto","Budget","Standard",277.72,1,180,1,"Income_Group_4","Domestic"
2154,"M","M",0,66000,"N",46,3.73,26.69,"CH","FreeLocal","Standard",34.35,4,247,1,"Income_Group_4","Both"
2155,"M","M",2,47639.1,"N",48,0,39.62,"CC","Budget","Intnl_discount",57.11,1,86,0,"Income_Group_2","Domestic"
2158,"F","S",0,39461,"N",22.226667,0.28,103.52,"CC","FreeLocal","Standard",126.68,4,161,1,"Income_Group_2","Both"
2159,"M","M",1,47371,"Y",54.96,7.69,258.29,"CC","Budget","Intnl_discount",270.97,4,261,0,"Income_Group_2","Both"
2162,"M","S",1,16432.1,"Y",20.92,8.89,80.47,"CH","Budget","Intnl_discount",109.78,2,120,0,"Income_Group_1","Both"
2165,"F","S",1,540.4,"Y",39.213333,0,7.75,"Auto","Budget","Intnl_discount",20.1,2,38,0,"Income_Group_1","Domestic"
2167,"F","M",2,80087.7,"N",41.92,0,22.82,"CC","FreeLocal","Standard",31.56,2,305,0,"","Domestic"
2168,"F","M",2,59691.3,"N",38.04,0,256.7,"CC","Budget","Standard",278.65,2,144,1,"Income_Group_4","Domestic"
2169,"F","S",2,11251.1,"Y",52.646667,0,113.48,"CC","FreeLocal","Standard",141.91,4,213,3,"Income_Group_1","Domestic"
2173,"F","S",2,93559.1,"N",57.62,0,29.9,"CC","Budget","Standard",31.42,4,16,2,"","Domestic"
2174,"F","S",2,3416.62,"Y",22.76,0,104.73,"CC","Budget","Standard",123.7,2,97,1,"Income_Group_1","Domestic"
2175,"F","S",0,93454.3,"Y",48.533333,0,25.18,"Auto","FreeLocal","Standard",44.13,1,95,0,"","Domestic"
2176,"M","M",0,5745,"Y",15.38,0,17.71,"CC","FreeLocal","Standard",44.11,2,190,2,"Income_Group_1","Domestic"
2181,"M","S",2,60095.2,"Y",23.313333,0,116.14,"Auto","Budget","Standard",117.85,2,17,3,"Income_Group_4","Domestic"
2182,"F","M",1,6946.07,"N",20,0,8.84,"CH","FreeLocal","Standard",34.61,3,250,1,"Income_Group_1","Domestic"
2183,"F","M",2,11234.7,"Y",49.046667,0,112.72,"CC","Budget","Standard",113.42,1,10,2,"Income_Group_1","Domestic"
2184,"M","M",0,12387.6,"N",56.173333,0,65.93,"Auto","FreeLocal","Standard",93.85,2,1,4,"Income_Group_1","Domestic"
2185,"F","M",1,82931.3,"N",64.64,0,118,"Auto","FreeLocal","Standard",137.25,4,98,3,"","Domestic"
2186,"F","M",2,57483.9,"N",44.026667,0,27.29,"CH","Budget","Standard",44.3,3,80,2,"Income_Group_4","Domestic"
2188,"F","S",2,21274,"N",45.526667,0,32.43,"Auto","FreeLocal","Standard",43.31,1,23,5,"Income_Group_1","Domestic"
2189,"F","M",2,28267,"N",30.093333,0,192.53,"CC","FreeLocal","Standard",214.41,4,143,0,"Income_Group_2","Domestic"
2191,"F","M",2,36725.1,"N",55.793333,9.22,77,"CH","Budget","Standard",94.88,4,304,0,"Income_Group_2","Both"
2195,"M","S",1,94188.3,"N",57.546667,0.86,19.78,"CC","Budget","Standard",41.51,4,127,0,"","Both"
2198,"F","M",2,91861,"Y",41.98,0,6.74,"CC","Budget","Standard",22.06,4,65,2,"","Domestic"
2201,"F","S",1,12374.9,"Y",33.493333,0,106.1,"Auto","FreeLocal","Standard",123.59,3,87,6,"Income_Group_1","Domestic"
2202,"F","M",2,69133.9,"Y",26.833333,0,37.73,"CH","FreeLocal","Standard",46.32,1,303,1,"Income_Group_4","Domestic"
2204,"F","M",2,84948,"Y",29.446667,0,12.58,"CH","FreeLocal","Intnl_discount",23.73,1,26,1,"","Domestic"
2205,"F","M",2,30998.8,"N",40.96,0,50.5,"Auto","Budget","Standard",52.91,1,110,1,"Income_Group_2","Domestic"
2207,"M","S",0,15924.2,"N",14.46,0,1.46,"CH","FreeLocal","Standard",1.46,2,1,2,"Income_Group_1","Domestic"
2211,"M","M",2,21416.5,"N",35.653333,9.17,8.53,"CC","FreeLocal","Intnl_discount",27.61,4,314,1,"Income_Group_1","Both"
2215,"M","M",2,78554.2,"N",16.7,7.26,23.03,"Auto","Budget","Standard",35.88,3,270,1,"","Both"
2216,"F","M",2,38215.9,"N",30.886667,0,0.97,"Auto","Budget","Standard",0.97,4,1,8,"Income_Group_2","Domestic"
2217,"F","M",1,13829.4,"N",21,0,160.42,"CC","FreeLocal","Standard",176.61,1,251,1,"Income_Group_1","Domestic"
2218,"F","M",2,49745.3,"N",47.966667,0,24.44,"CH","Budget","Intnl_discount",27.28,4,115,2,"Income_Group_4","Domestic"
2220,"F","M",2,88427,"N",13.86,4.16,43.34,"CC","Budget","Standard",69.97,3,154,1,"","Both"
2221,"F","M",2,98003.7,"Y",26.273333,0,83.39,"CC","FreeLocal","Intnl_discount",84.42,4,14,3,"Income_Group_5","Domestic"
2222,"M","S",0,89142.7,"N",53.693333,8.13,5.01,"CC","Budget","Intnl_discount",16.91,3,246,2,"","Both"
2223,"F","S",0,74530.8,"N",63.086667,0.49,106.5,"Auto","FreeLocal","Intnl_discount",127.89,4,128,5,"","Both"
2225,"F","S",0,38000,"N",24,0,262.91,"CC","Budget","Standard",265.78,3,254,0,"Income_Group_2","Domestic"
2230,"F","M",2,76289.2,"N",48.206667,0,82.43,"CC","Budget","Intnl_discount",104.63,4,149,0,"","Domestic"
2232,"M","M",1,66931.9,"N",63.933333,0.39,5.35,"CC","Budget","Standard",17.46,1,33,0,"Income_Group_4","Both"
2233,"M","M",2,9309.57,"Y",25.44,0,99.73,"CC","FreeLocal","Standard",108.3,1,302,2,"Income_Group_1","Domestic"
2234,"F","M",1,32962.6,"N",23,0,26.78,"Auto","FreeLocal","Intnl_discount",48.08,1,274,6,"Income_Group_2","Domestic"
2235,"F","S",0,42000,"N",24,0,154.77,"CC","Budget","Intnl_discount",168.28,4,264,1,"Income_Group_2","Domestic"
2236,"F","S",0,43000,"N",21,0,61.44,"CC","Budget","Standard",65.79,3,263,1,"Income_Group_2","Domestic"
2237,"F","S",2,42000,"N",22,0,35.73,"Auto","Budget","Standard",41.78,3,265,1,"Income_Group_2","Domestic"
2238,"F","S",0,77726.4,"N",56.72,0,9.51,"Auto","Budget","Intnl_discount",23.52,2,55,2,"","Domestic"
2239,"F","S",2,37000,"N",23,2.22,38.18,"CC","FreeLocal","Standard",62.95,3,219,1,"Income_Group_2","Both"
2240,"F","S",1,2800.68,"N",45.673333,0,106.3,"CC","Budget","Standard",134.75,4,214,1,"Income_Group_1","Domestic"
2247,"F","M",2,64816.6,"Y",31.126667,0,6.87,"CC","Budget","Standard",27.87,4,133,1,"Income_Group_4","Domestic"
2248,"F","M",2,98217.1,"N",44.98,0,13.24,"CC","FreeLocal","Standard",42.74,3,227,2,"Income_Group_5","Domestic"
2251,"F","S",0,15989.3,"N",61.693333,0,25.49,"CC","Budget","Intnl_discount",29.17,2,244,2,"Income_Group_1","Domestic"
2252,"M","M",1,92148.5,"Y",28,0,100.9,"CC","Budget","Intnl_discount",113.68,2,255,0,"","Domestic"
2253,"M","M",0,96681,"Y",19.76,7.66,40.92,"CC","Budget","Standard",73.76,2,266,0,"Income_Group_5","Both"
2254,"M","S",0,62705.9,"Y",33,0,6.81,"CC","FreeLocal","Intnl_discount",33.44,2,285,0,"Income_Group_4","Domestic"
2255,"M","S",0,80221.2,"N",29.026667,0,49.56,"Auto","FreeLocal","Standard",50.48,2,12,0,"","Domestic"
2256,"M","S",0,84479.2,"N",33,0,43.01,"CC","FreeLocal","Standard",56.23,2,306,0,"","Domestic"
2257,"M","S",1,84978.1,"N",21.64,7.68,76.07,"CH","FreeLocal","Intnl_discount",88.79,1,267,0,"","Both"
2258,"F","M",2,36647.9,"N",49.986667,0,85.96,"CC","Budget","Intnl_discount",107.38,1,137,0,"Income_Group_2","Domestic"
2259,"F","S",0,64319.2,"N",41.226667,0,37.15,"CH","Budget","Intnl_discount",40.16,1,240,0,"Income_Group_4","Domestic"
2260,"F","S",1,73338,"N",48.246667,0,9.01,"Auto","Budget","Intnl_discount",29.93,4,129,0,"","Domestic"
2261,"F","S",0,433.74,"N",60.746667,0,40.91,"CC","FreeLocal","Standard",44.22,2,243,0,"Income_Group_1","Domestic"
2262,"F","M",2,16962.2,"N",45.36,0,8.96,"CC","Budget","Standard",27.57,1,92,0,"Income_Group_1","Domestic"
2264,"M","M",2,10708.3,"N",26.026667,4.85,117.26,"CH","Budget","Intnl_discount",142.95,4,126,0,"Income_Group_1","Both"
2267,"F","M",0,2031.61,"N",20.3,0,87.4,"CC","Budget","Standard",109.04,2,140,1,"Income_Group_1","Domestic"
2270,"F","S",2,16938.5,"N",70,0,8.76,"CH","FreeLocal","Standard",22.11,1,49,0,"Income_Group_1","Domestic"
2273,"F","M",0,55221,"N",55,0,15.2,"CC","FreeLocal","Standard",15.69,1,7,0,"Income_Group_4","Domestic"
2274,"F","M",1,8073.11,"N",52,0,60.35,"Auto","FreeLocal","Standard",89.05,2,216,0,"Income_Group_1","Domestic"
2275,"M","M",1,95448.6,"Y",53.68,0,5.21,"CH","Budget","Standard",29.46,4,172,0,"","Domestic"
2276,"M","S",1,24141.5,"Y",17.006667,0,97.05,"CC","FreeLocal","Standard",125.87,1,217,0,"Income_Group_2","Domestic"
2277,"M","S",2,63152.6,"Y",63.173333,0,40.07,"CC","Budget","Intnl_discount",70.01,3,236,0,"Income_Group_4","Domestic"
2279,"M","S",2,72084.7,"N",55.64,0,9.02,"CC","Budget","Intnl_discount",38.13,3,220,0,"","Domestic"
2280,"F","S",0,42760.5,"N",42,0,40.23,"CC","Budget","Standard",53.7,2,50,0,"Income_Group_2","Domestic"
2281,"F","S",1,49072,"N",43,0,10.74,"Auto","Budget","Intnl_discount",34.25,3,167,0,"Income_Group_4","Domestic"
2282,"F","M",0,27371.8,"Y",46,0,126.55,"CC","FreeLocal","Standard",142.7,4,72,0,"Income_Group_2","Domestic"
2285,"M","M",0,71472.9,"N",41.913333,0,114.2,"CH","Budget","Standard",130.22,3,70,0,"Income_Group_4","Domestic"
2286,"F","M",0,95405.7,"N",46,0,6.21,"CC","Budget","Standard",13.96,2,294,1,"","Domestic"
2287,"F","S",0,95786.8,"Y",47,0,87.46,"CC","Budget","Standard",108.79,3,135,1,"","Domestic"
2289,"M","S",0,90321.6,"N",55.113333,0,11.52,"CH","FreeLocal","Intnl_discount",12.39,4,11,8,"","Domestic"
2290,"M","S",0,90478.6,"N",54.553333,0,136.47,"CC","FreeLocal","Standard",154.49,3,89,1,"","Domestic"
2291,"F","M",2,56187,"N",48,0,13.74,"CH","Budget","Standard",21.83,2,298,2,"Income_Group_4","Domestic"
2294,"F","S",1,32098,"N",24.393333,0,206.08,"CC","Budget","Intnl_discount",229.64,1,168,1,"Income_Group_2","Domestic"
2300,"M","M",2,53010.8,"N",18.84,0,46.42,"CC","FreeLocal","Standard",58.87,1,41,4,"Income_Group_4","Domestic"
2301,"M","M",1,75004.5,"N",64.8,0,32.19,"CC","Budget","Intnl_discount",58.72,4,192,0,"","Domestic"
2304,"M","M",0,19749.3,"N",60.366667,0,13.94,"CC","Budget","Standard",34.17,4,119,0,"Income_Group_1","Domestic"
2305,"M","S",1,57626.9,"Y",43.906667,0,38.96,"CC","Budget","Standard",48.35,3,309,0,"Income_Group_4","Domestic"
2306,"M","M",2,20078,"N",32.846667,0,6.33,"CC","Budget","Intnl_discount",15.98,1,311,0,"Income_Group_1","Domestic"
2307,"F","M",2,47902,"N",26.033333,4.94,49.92,"Auto","FreeLocal","Standard",72.31,3,85,1,"Income_Group_2","Both"
2308,"M","M",1,7545.96,"Y",16.753333,0,178.36,"CC","Budget","Standard",200.75,1,152,0,"Income_Group_1","Domestic"
2312,"M","S",2,89459.9,"N",53.28,1.61,22.9,"CC","FreeLocal","Standard",36.05,4,103,0,"","Both"
2315,"F","S",1,13576.5,"N",39.426667,0,25.66,"CC","Budget","Standard",40.49,1,61,0,"Income_Group_1","Domestic"
2317,"F","M",2,42031.8,"N",50.753333,0,39.33,"CH","Budget","Intnl_discount",59.78,2,122,0,"Income_Group_2","Domestic"
2322,"M","S",2,43634.5,"N",21.78,9.42,104.64,"CC","Budget","Standard",143.5,3,226,0,"Income_Group_2","Both"
2326,"F","S",1,13109.1,"N",62.606667,0,40.48,"Auto","Budget","Standard",62.87,2,151,3,"Income_Group_1","Domestic"
2327,"M","S",1,92647.5,"N",56.046667,5.74,10.34,"CC","Budget","Standard",32.13,4,71,2,"","Both"
2328,"F","S",2,21021.6,"Y",62.753333,0,11.19,"CC","Budget","Standard",14.95,3,245,5,"Income_Group_1","Domestic"
2329,"M","S",0,74460.7,"Y",55.34,0.99,179.93,"CC","FreeLocal","Standard",206.46,1,181,0,"","Both"
2331,"F","S",2,28787.4,"N",41.666667,0,58.09,"Auto","Budget","Standard",86.06,1,207,0,"Income_Group_2","Domestic"
2334,"M","M",1,13091.6,"N",59.126667,0,20.26,"CC","Budget","Intnl_discount",43.06,4,158,0,"Income_Group_1","Domestic"
2337,"F","M",2,62061.8,"Y",45.92,0,52.22,"Auto","FreeLocal","Standard",82.08,2,234,2,"Income_Group_4","Domestic"
2338,"F","M",1,20550.9,"Y",22.12,0.86,57.06,"CC","Budget","Standard",85.64,1,205,6,"Income_Group_1","Both"
2341,"M","M",2,1765.41,"N",18.766667,0,44.95,"CC","FreeLocal","Standard",47.99,4,241,1,"Income_Group_1","Domestic"
2342,"F","S",2,19131.1,"N",56.186667,0,34.91,"Auto","Budget","Standard",57.07,3,147,1,"Income_Group_1","Domestic"
2347,"M","S",2,43634.5,"N",21.78,9.42,104.64,"CC","Budget","Standard",143.5,1,226,1,"Income_Group_2","Both"
2351,"F","S",1,13109.1,"N",62.606667,0,40.48,"Auto","Budget","Standard",62.87,2,151,2,"Income_Group_1","Domestic"
2352,"M","S",1,92647.5,"N",56.046667,5.74,10.34,"CC","Budget","Standard",32.13,1,71,1,"","Both"
2353,"F","S",2,21021.6,"Y",62.753333,0,11.19,"CC","Budget","Standard",14.95,4,245,1,"Income_Group_1","Domestic"
2354,"M","S",0,74460.7,"Y",55.34,0.99,179.93,"CC","FreeLocal","Standard",206.46,3,181,8,"","Both"
2356,"F","S",2,28787.4,"N",41.666667,0,58.09,"Auto","Budget","Standard",86.06,4,207,1,"Income_Group_2","Domestic"
2359,"M","M",1,13091.6,"N",59.126667,0,20.26,"CC","Budget","Intnl_discount",43.06,2,158,2,"Income_Group_1","Domestic"
2362,"F","M",2,62061.8,"Y",45.92,0,52.22,"Auto","FreeLocal","Standard",82.08,4,234,1,"Income_Group_4","Domestic"
2363,"F","M",1,20550.9,"Y",22.12,0.86,57.06,"CC","Budget","Standard",85.64,4,205,3,"Income_Group_1","Both"
2366,"M","M",2,1765.41,"N",18.766667,0,44.95,"CC","FreeLocal","Standard",47.99,4,241,2,"Income_Group_1","Domestic"
2367,"F","S",2,19131.1,"N",56.186667,0,34.91,"Auto","Budget","Standard",57.07,4,147,5,"Income_Group_1","Domestic"
2371,"F","S",2,6440.46,"Y",41,0,27.2,"CH","Budget","Standard",49.86,4,157,0,"Income_Group_1","Domestic"
2372,"M","M",1,63900.9,"N",28.333333,0,39.04,"CC","Budget","Standard",47.4,2,301,0,"Income_Group_4","Domestic"
2373,"M","M",2,28766.9,"N",46.84,0,58.08,"CC","Budget","Standard",64.2,1,276,0,"Income_Group_2","Domestic"
2377,"M","S",0,72928.2,"N",38.733333,0,196.22,"CC","Budget","Standard",203.67,2,289,2,"","Domestic"
2378,"M","M",2,91272.2,"Y",25.033333,0,13.01,"CC","FreeLocal","Standard",40,2,197,6,"","Domestic"
2383,"F","S",0,73228.3,"N",43,0,28.11,"Auto","Budget","Standard",50.58,2,155,1,"","Domestic"
2386,"M","M",1,64792.3,"N",52.146667,1.51,36.84,"CH","FreeLocal","Standard",51.41,4,46,1,"Income_Group_4","Both"
2388,"F","S",0,93322.1,"Y",40.313333,0,8.79,"CH","Budget","Intnl_discount",38.72,1,235,1,"","Domestic"
2391,"M","M",2,49910.7,"Y",51.52,0,23.72,"CC","Budget","Standard",51.14,3,202,2,"Income_Group_4","Domestic"
2392,"M","M",0,76161.4,"Y",44.573333,0,25.58,"CC","FreeLocal","Standard",37.55,1,36,1,"","Domestic"
2393,"F","M",2,55860,"Y",14.573333,0,10.35,"CC","FreeLocal","Intnl_discount",26.37,1,69,1,"Income_Group_4","Domestic"
2400,"M","M",2,57360.8,"Y",53.253333,0,57.25,"CC","FreeLocal","Standard",67.61,1,20,8,"Income_Group_4","Domestic"
